SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
2,12.71,12.71,1,12.63,12.63,4,13.12,13.12,5,13.24,13.24,3,12.88,12.88
2,9.78,22.49,1,9.77,22.40,4,9.61,22.73,5,9.63,22.87,3,9.71,22.59
1,9.39,31.88,2,9.56,31.96,4,9.40,32.13,5,9.37,32.24,3,9.44,32.03
1,9.33,41.21,2,9.37,41.33,3,9.31,41.44,5,9.41,41.65,4,9.48,41.51
1,9.33,50.54,2,9.30,50.63,3,9.32,50.76,5,9.32,50.97,4,9.32,50.83
1,9.31,59.85,2,9.33,59.96,3,9.36,1:00.12,5,9.34,1:00.31,4,9.36,1:00.19
1,9.43,1:09.28,2,9.44,1:09.40,4,9.70,1:09.82,5,9.53,1:09.84,3,9.34,1:09.53
1,9.61,1:18.89,2,9.63,1:19.03,5,9.74,1:19.56,4,9.38,1:19.22,3,9.58,1:19.11
1,9.77,1:28.66,2,9.75,1:28.78,5,9.89,1:29.45,4,9.80,1:29.02,3,9.75,1:28.86
