Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME
1,6.90,6.90,3,7.10,7.10,2,7.00,7.00,4,7.32,7.32
1,8.94,15.84,3,8.99,16.09,2,8.94,15.94,4,9.14,16.46
1,8.43,24.27,3,8.38,24.47,2,8.40,24.34,4,8.66,25.12
1,8.52,32.79,2,8.44,32.91,3,8.74,33.08,4,8.83,33.95
1,8.78,41.570,2,8.79,41.699,3,8.72,41.799,4,9.04,42.989
