BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME
2,7.64,7.64,1,7.40,7.40,3,7.81,7.81
2,9.56,17.20,1,9.67,17.07,3,22.98,30.79
2,9.19,26.39,1,9.22,26.29,3,21.03,51.82
2,9.34,35.73,1,9.35,35.64,3,13.96,1:05.78
2,9.73,45.46,1,9.64,45.28,3,12.83,1:18.61
