LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,April SHIN POSITION,April SHIN LAP TIME,April SHIN ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME
2,13.68,13.68,1,13.58,13.58,4,14.06,14.06,5,14.15,14.15,3,13.81,13.81
2,9.84,23.52,1,9.82,23.40,5,9.85,23.91,4,9.56,23.71,3,9.81,23.62
2,9.54,33.06,1,9.54,32.94,4,9.50,33.41,3,9.46,33.17,5,9.80,33.42
2,9.47,42.53,1,9.51,42.45,4,9.46,42.87,3,9.45,42.62,5,9.54,42.96
1,9.47,52.00,2,9.57,52.02,4,9.48,52.35,3,9.54,52.16,5,9.46,52.42
1,9.42,1:01.42,3,9.71,1:01.73,4,9.69,1:02.04,2,9.38,1:01.54,5,9.72,1:02.14
1,9.51,1:10.93,3,9.50,1:11.23,4,10.14,1:12.18,2,9.50,1:11.04,5,10.09,1:12.23
1,9.52,1:20.45,3,9.43,1:20.66,4,10.51,1:22.69,2,9.52,1:20.56,5,31.89,1:44.12
1,9.64,1:30.074,3,9.63,1:30.275,4,11.74,1:34.413,2,9.65,1:30.192,5,19.48,2:03.567
