Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,KOPTELOV Dmitry POSITION,KOPTELOV Dmitry LAP TIME,KOPTELOV Dmitry ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,6.793,6.793,4,7.355,7.355,2,7.048,7.048,3,7.142,7.142
1,9.311,16.104,4,9.629,16.984,2,9.240,16.287,3,9.277,16.418
1,9.030,25.134,4,9.388,26.371,2,9.020,25.306,3,8.969,25.386
1,9.036,34.170,4,9.661,36.032,2,9.092,34.398,3,9.038,34.424
1,9.32,43.488,4,9.97,45.998,2,9.30,43.697,3,9.51,43.931
