TSAI Ping-Yuan POSITION,TSAI Ping-Yuan LAP TIME,TSAI Ping-Yuan ELAPSED TIME,SAPUNENKA Aleh POSITION,SAPUNENKA Aleh LAP TIME,SAPUNENKA Aleh ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
2,7.258,7.258,3,7.524,7.524,1,6.868,6.868,5,7.793,7.793,4,7.653,7.653
2,9.735,16.992,4,9.779,17.302,1,9.186,16.054,5,10.786,18.579,3,9.595,17.248
2,9.647,26.639,5,28.653,45.955,1,9.039,25.093,4,10.416,28.994,3,10.575,27.822
2,10.048,36.687,5,18.721,1:04.675,1,9.706,34.799,4,10.439,39.433,3,10.010,37.832
2,10.76,47.438,5,17.96,1:22.629,1,10.33,45.125,4,11.24,50.667,3,9.88,47.706
