YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
3,12.81,12.81,4,12.92,12.92,2,12.69,12.69,5,13.12,13.12,1,12.63,12.63
3,9.78,22.59,4,9.76,22.68,2,9.71,22.40,5,9.70,22.82,1,9.68,22.31
3,9.31,31.90,4,9.31,31.99,2,9.41,31.81,5,9.29,32.11,1,9.40,31.71
3,9.43,41.33,4,9.43,41.42,2,9.40,41.21,5,9.44,41.55,1,9.40,41.11
3,9.34,50.67,4,9.34,50.76,2,9.32,50.53,5,9.33,50.88,1,9.35,50.46
3,9.05,59.72,4,9.09,59.85,2,9.08,59.61,5,9.06,59.94,1,9.07,59.53
3,9.09,1:08.81,4,9.11,1:08.96,2,9.07,1:08.68,5,9.08,1:09.02,1,9.08,1:08.61
3,9.06,1:17.87,4,9.26,1:18.22,2,9.10,1:17.78,5,9.57,1:18.59,1,9.07,1:17.68
2,8.94,1:26.81,4,9.46,1:27.660,3,9.10,1:26.88,5,9.54,1:28.108,1,9.06,1:26.74
