Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Hiroko SADAKANE POSITION,Hiroko SADAKANE LAP TIME,Hiroko SADAKANE ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME
1,7.19,7.19,3,7.44,7.44,2,7.35,7.35,4,7.77,7.77
1,9.40,16.59,3,9.92,17.37,2,9.61,16.97,4,9.85,17.62
1,9.08,25.68,3,9.05,26.42,2,9.02,26.00,4,8.94,26.57
1,9.26,34.94,3,8.99,35.42,2,9.36,35.37,4,9.10,35.67
1,9.68,44.613,4,10.17,45.590,2,9.47,44.836,3,9.19,44.855
