Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME
4,12.76,12.76,3,12.65,12.65,1,12.47,12.47,2,12.56,12.56
4,10.02,22.78,1,9.64,22.29,3,10.14,22.61,2,9.89,22.45
4,9.66,32.44,1,9.85,32.14,2,9.64,32.25,3,9.83,32.28
4,9.40,41.84,1,9.41,41.55,3,9.57,41.82,2,9.44,41.72
4,9.72,51.56,1,9.69,51.24,3,9.59,51.41,2,9.64,51.36
4,9.47,1:01.03,1,9.49,1:00.73,3,9.56,1:00.97,2,9.50,1:00.86
4,9.47,1:10.50,1,9.40,1:10.13,3,9.42,1:10.39,2,9.45,1:10.31
4,9.46,1:19.96,1,9.35,1:19.48,2,9.28,1:19.67,3,9.50,1:19.81
4,9.66,1:29.619,1,9.64,1:29.115,2,9.52,1:29.185,3,9.78,1:29.581
