Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME
3,14.220,14.220,1,14.107,14.107,4,14.366,14.366,2,14.128,14.128
1,10.147,24.367,2,10.340,24.446,4,10.245,24.611,3,10.423,24.550
2,9.919,34.285,1,9.552,33.998,3,9.777,34.387,4,9.929,34.479
2,10.028,44.313,1,10.003,44.000,3,10.034,44.420,4,10.139,44.618
2,10.202,54.514,1,10.167,54.167,3,10.229,54.649,4,10.156,54.773
2,10.237,1:04.751,1,10.377,1:04.544,3,10.225,1:04.874,4,10.291,1:05.064
2,10.279,1:15.029,1,10.046,1:14.590,3,10.263,1:15.136,4,10.190,1:15.254
2,9.879,1:24.907,1,10.029,1:24.618,3,10.028,1:25.163,4,10.225,1:25.478
2,10.01,1:34.913,1,10.19,1:34.801,3,10.25,1:35.407,4,10.36,1:35.836
