LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
1,6.83,6.83,2,6.87,6.87,5,11.82,11.82,4,7.36,7.36,3,7.22,7.22
2,8.93,15.76,1,8.79,15.66,5,15.77,27.59,3,9.03,16.39,4,10.28,17.50
2,8.31,24.07,1,8.35,24.01,5,10.15,37.74,3,8.36,24.75,4,8.87,26.37
1,8.43,32.50,2,8.71,32.72,5,9.68,47.42,3,8.50,33.25,4,8.90,35.27
1,8.55,41.05,2,8.86,41.58,5,9.89,57.285,3,8.64,41.872,4,9.08,44.332
