ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME
1,13.78,13.78,3,14.08,14.08,4,14.10,14.10,2,13.95,13.95
1,11.24,25.02,3,11.07,25.16,4,11.31,25.42,2,11.12,25.08
2,10.55,35.58,1,10.11,35.28,4,10.33,35.75,3,10.56,35.64
2,10.22,45.80,1,10.25,45.53,4,10.25,46.01,3,10.21,45.86
2,10.20,56.01,1,10.46,56.00,4,10.28,56.30,3,10.17,56.04
2,9.70,1:05.71,3,9.82,1:05.82,4,9.74,1:06.04,1,9.42,1:05.46
2,9.54,1:15.26,3,9.71,1:15.53,4,9.58,1:15.62,1,9.67,1:15.13
2,9.64,1:24.91,3,10.09,1:25.62,4,10.01,1:25.64,1,9.57,1:24.70
2,9.69,1:34.597,3,10.23,1:35.846,4,10.52,1:36.154,1,9.89,1:34.582
