Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,6.84,6.84,4,7.29,7.29,2,6.94,6.94,3,7.16,7.16
1,8.83,15.67,4,9.13,16.42,2,8.85,15.79,3,8.74,15.90
1,8.41,24.08,4,8.53,24.95,2,8.34,24.13,3,8.38,24.28
1,8.48,32.56,3,8.67,33.62,4,29.22,53.35,2,8.39,32.67
1,8.62,41.179,3,9.07,42.690,0,,notime,2,8.65,41.316
