DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,Skyler KAH POSITION,Skyler KAH LAP TIME,Skyler KAH ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,SUI Xin POSITION,SUI Xin LAP TIME,SUI Xin ELAPSED TIME
1,6.83,6.83,5,7.34,7.34,2,7.09,7.09,3,7.30,7.30,4,7.31,7.31
1,8.94,15.77,5,9.51,16.85,2,8.89,15.98,4,9.22,16.52,3,9.02,16.33
1,8.51,24.28,5,9.09,25.94,2,8.54,24.52,4,8.57,25.09,3,8.57,24.90
1,8.68,32.96,5,9.14,35.08,2,8.62,33.14,4,8.68,33.77,3,8.72,33.62
1,8.95,41.91,5,9.39,44.47,2,8.84,41.98,4,8.86,42.63,3,8.93,42.55
