Felipe de SOUZA POSITION,Felipe de SOUZA LAP TIME,Felipe de SOUZA ELAPSED TIME,Takehiro KODERA POSITION,Takehiro KODERA LAP TIME,Takehiro KODERA ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME
4,8.037,8.037,2,6.917,6.917,1,6.884,6.884,3,7.133,7.133
4,11.646,19.683,1,9.070,15.987,2,9.222,16.106,3,9.226,16.358
4,11.874,31.556,2,9.097,25.083,1,8.909,25.015,3,8.858,25.216
4,13.156,44.711,1,8.992,34.075,2,9.103,34.117,3,9.022,34.238
4,12.21,56.914,2,9.35,43.421,1,9.19,43.302,3,9.27,43.506
