Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Rudy KOEK POSITION,Rudy KOEK LAP TIME,Rudy KOEK ELAPSED TIME
2,6.930,6.930,0,,,1,6.730,6.730,3,11.970,11.970
3,9.390,16.320,1,0.000,15.660,2,9.190,15.930,4,4.500,16.480
3,9.060,25.390,1,9.080,24.740,2,8.930,24.870,4,9.030,25.510
3,9.390,34.780,2,8.960,33.700,1,8.800,33.670,4,9.350,34.860
3,9.680,44.460,2,9.340,43.050,1,9.210,42.880,4,9.760,44.630
