Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
1,6.79,6.79,3,6.98,6.98,4,7.18,7.18,2,6.90,6.90
1,8.96,15.75,2,9.10,16.08,4,9.17,16.35,3,9.37,16.27
1,8.54,24.29,2,8.55,24.63,4,8.70,25.05,3,8.68,24.95
1,8.86,33.15,2,8.77,33.40,4,8.88,33.93,3,8.90,33.85
1,8.29,41.440,2,8.17,41.570,3,8.32,42.245,4,8.62,42.468
