Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Sherry Lea STUTHRIDGE POSITION,Sherry Lea STUTHRIDGE LAP TIME,Sherry Lea STUTHRIDGE ELAPSED TIME,Dariya VOLOKITINA POSITION,Dariya VOLOKITINA LAP TIME,Dariya VOLOKITINA ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
1,7.39,7.39,4,8.39,8.39,3,7.92,7.92,2,7.49,7.49
1,9.53,16.92,4,11.18,19.57,3,10.12,18.04,2,9.64,17.13
1,9.23,26.15,4,10.97,30.54,3,9.84,27.88,2,9.39,26.52
1,9.42,35.57,4,11.38,41.92,3,9.92,37.80,2,9.48,36.00
1,9.61,45.174,4,11.58,53.494,3,10.28,48.072,2,9.54,45.535
