Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME
2,7.31,7.31,1,7.12,7.12,3,7.59,7.59,4,7.76,7.76
2,9.56,16.87,1,9.56,16.68,3,9.64,17.23,4,9.73,17.49
2,9.08,25.95,1,9.10,25.78,3,9.31,26.54,4,9.05,26.54
2,9.41,35.36,1,9.44,35.22,4,10.06,36.60,3,9.60,36.14
2,9.77,45.128,1,9.79,45.001,4,10.76,47.358,3,9.76,45.893
