Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
3,7.17,7.17,2,6.90,6.90,4,7.38,7.38,1,6.83,6.83
4,9.56,16.73,2,8.97,15.87,3,9.10,16.48,1,8.89,15.72
4,9.20,25.93,2,8.79,24.66,3,8.96,25.44,1,8.61,24.33
4,9.33,35.26,2,9.01,33.67,3,9.06,34.50,1,8.82,33.15
4,9.54,44.793,2,9.25,42.916,3,9.58,44.073,1,9.14,42.282
