Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,12.77,12.77,2,12.88,12.88,4,13.06,13.06,3,12.98,12.98
2,9.81,22.58,3,9.92,22.80,1,9.47,22.53,4,9.85,22.83
1,9.59,32.17,3,9.55,32.35,2,9.76,32.29,4,9.67,32.50
1,9.59,41.76,2,9.53,41.88,3,9.69,41.98,4,9.53,42.03
1,9.70,51.46,2,9.72,51.60,3,9.76,51.74,4,9.79,51.82
1,9.59,1:01.05,2,9.54,1:01.14,4,9.63,1:01.37,3,9.46,1:01.28
1,9.50,1:10.55,2,9.60,1:10.74,4,9.81,1:11.18,3,9.58,1:10.86
1,9.56,1:20.11,2,9.61,1:20.35,4,10.05,1:21.23,3,9.59,1:20.45
1,9.95,1:30.051,2,9.99,1:30.337,4,10.93,1:32.152,3,9.98,1:30.424
