Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME
4,7.26,7.26,1,6.78,6.78,2,6.92,6.92,3,7.05,7.05
4,9.39,16.65,1,9.05,15.83,2,9.10,16.02,3,9.00,16.05
4,8.98,25.63,1,8.58,24.41,3,8.73,24.75,2,8.53,24.58
4,9.13,34.76,1,8.69,33.10,3,8.60,33.35,2,8.59,33.17
4,9.33,44.084,2,8.99,42.083,3,8.77,42.119,1,8.81,41.978
