de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME
1,6.89,6.89,2,7.07,7.07,3,7.11,7.11,4,7.26,7.26,5,7.42,7.42
1,8.83,15.72,2,9.08,16.15,3,9.08,16.19,4,9.03,16.29,5,8.97,16.39
1,8.44,24.16,4,8.88,25.03,3,8.61,24.80,2,8.48,24.77,5,8.78,25.17
1,8.52,32.68,4,8.88,33.91,2,8.68,33.48,3,8.79,33.56,5,8.83,34.00
1,8.76,41.44,4,9.01,42.92,0,8.89,42.37,0,8.83,42.39,5,9.06,43.06
