CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME,SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME
1,7.15,7.15,2,7.29,7.29,3,7.36,7.36,4,7.45,7.45,5,7.80,7.80
1,8.92,16.07,2,8.90,16.19,4,9.48,16.84,3,9.06,16.51,5,9.72,17.52
1,8.36,24.43,2,8.35,24.54,4,8.50,25.34,3,8.51,25.02,5,10.21,27.73
1,8.47,32.90,2,8.46,33.00,4,8.53,33.87,3,8.81,33.83,5,10.63,38.36
1,8.69,41.59,2,8.70,41.70,3,8.75,42.628,4,9.49,43.329,5,10.66,49.027
