HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME
1,12.96,12.96,4,13.12,13.12,3,13.04,13.04,2,12.98,12.98
1,10.18,23.14,4,10.36,23.48,2,10.23,23.27,3,10.35,23.33
1,9.25,32.39,3,9.19,32.67,2,9.21,32.48,4,9.38,32.71
1,9.62,42.01,4,9.66,42.33,2,9.71,42.19,3,9.60,42.31
1,9.49,51.50,4,9.54,51.87,2,9.49,51.68,3,9.55,51.86
1,9.29,1:00.79,4,9.33,1:01.20,2,9.35,1:01.03,3,9.30,1:01.16
1,9.18,1:09.97,3,9.05,1:10.25,4,9.25,1:10.28,2,9.05,1:10.21
1,8.95,1:18.92,4,9.23,1:19.48,3,8.97,1:19.25,2,8.93,1:19.14
1,9.31,1:28.223,3,8.93,1:28.404,4,9.73,1:28.976,2,9.18,1:28.316
