Ylenia TOTA POSITION,Ylenia TOTA LAP TIME,Ylenia TOTA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Raya ZAHARIEVA POSITION,Raya ZAHARIEVA LAP TIME,Raya ZAHARIEVA ELAPSED TIME
4,14.55,14.55,2,14.31,14.31,3,14.41,14.41,1,14.17,14.17,5,14.61,14.61
4,11.32,25.87,3,11.39,25.70,2,11.26,25.67,1,11.39,25.56,5,11.38,25.99
4,10.22,36.09,3,10.26,35.96,1,10.00,35.67,2,10.26,35.82,5,10.21,36.20
4,10.07,46.16,3,10.09,46.05,2,10.21,45.88,1,10.04,45.86,5,10.06,46.26
4,9.96,56.12,3,9.94,55.99,2,9.99,55.87,1,9.89,55.75,5,9.98,56.24
4,9.92,1:06.04,3,9.92,1:05.91,2,9.96,1:05.83,1,9.97,1:05.72,5,9.92,1:06.16
4,9.89,1:15.93,2,9.66,1:15.57,3,9.94,1:15.77,1,9.77,1:15.49,5,10.12,1:16.28
4,9.87,1:25.80,1,9.08,1:24.65,3,9.93,1:25.70,2,9.62,1:25.11,5,10.22,1:26.50
4,10.25,1:36.043,1,9.58,1:34.228,3,10.15,1:35.847,2,9.93,1:35.037,5,10.52,1:37.016
