Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
5,15.19,15.19,3,14.91,14.91,2,14.81,14.81,4,15.07,15.07,1,14.71,14.71
5,10.63,25.82,4,10.79,25.70,2,10.78,25.59,1,10.52,25.59,3,10.96,25.67
5,10.07,35.89,3,10.00,35.70,2,10.01,35.60,1,9.91,35.50,4,10.10,35.77
5,10.14,46.03,3,10.04,45.74,1,10.01,45.61,2,10.16,45.66,4,10.09,45.86
5,9.62,55.65,4,9.78,55.52,1,9.60,55.21,2,9.63,55.29,3,9.52,55.38
5,9.40,1:05.05,4,9.39,1:04.91,1,9.45,1:04.66,2,9.45,1:04.74,3,9.37,1:04.75
5,9.36,1:14.41,4,9.20,1:14.11,2,9.18,1:13.84,3,9.27,1:14.01,1,8.98,1:13.73
5,9.57,1:23.98,3,9.06,1:23.17,2,8.94,1:22.78,4,9.26,1:23.27,1,8.92,1:22.65
5,9.83,1:33.810,3,9.00,1:32.168,2,9.04,1:31.819,4,9.76,1:33.025,1,9.03,1:31.674
