de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,Angus McCULLOCH POSITION,Angus McCULLOCH LAP TIME,Angus McCULLOCH ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME
2,15.28,15.28,5,15.73,15.73,3,15.42,15.42,4,15.60,15.60,1,15.14,15.14
3,10.96,26.24,5,10.79,26.52,4,10.82,26.24,1,10.40,26.00,2,11.02,26.16
4,10.23,36.47,5,10.05,36.57,3,10.13,36.37,2,10.29,36.29,1,10.00,36.16
4,10.29,46.76,5,10.41,46.98,3,10.38,46.75,2,10.37,46.66,1,10.37,46.53
4,10.30,57.06,5,10.39,57.37,3,10.19,56.94,2,10.25,56.91,1,10.35,56.88
3,9.52,1:06.58,5,10.22,1:07.59,1,9.30,1:06.24,2,9.49,1:06.40,4,10.18,1:07.06
3,9.04,1:15.62,5,9.91,1:17.50,2,9.26,1:15.50,1,9.09,1:15.49,4,9.85,1:16.91
3,10.04,1:25.66,5,10.32,1:27.82,2,10.00,1:25.50,1,9.76,1:25.25,4,10.50,1:27.41
2,9.93,1:35.585,4,10.06,1:37.873,0,,PEN,1,9.43,1:34.679,3,10.19,1:37.599
