Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME
1,12.68,12.68,2,12.77,12.77,3,12.91,12.91,5,13.19,13.19,4,13.06,13.06
1,10.24,22.92,2,10.24,23.01,3,10.27,23.18,5,10.26,23.45,4,10.27,23.33
1,9.68,32.60,2,9.66,32.67,3,9.59,32.77,5,9.50,32.95,4,9.53,32.86
1,9.46,42.06,2,9.49,42.16,3,9.52,42.29,4,9.43,42.38,5,9.62,42.48
1,9.30,51.36,2,9.27,51.43,3,9.27,51.56,4,9.28,51.66,5,9.32,51.80
1,9.32,1:00.68,2,9.34,1:00.77,3,9.35,1:00.91,4,9.35,1:01.01,5,9.30,1:01.10
1,9.18,1:09.86,2,9.19,1:09.96,3,9.20,1:10.11,4,9.18,1:10.19,5,9.20,1:10.30
1,9.23,1:19.09,2,9.20,1:19.16,3,9.16,1:19.27,4,9.17,1:19.36,5,9.16,1:19.46
1,9.35,1:28.439,3,9.49,1:28.643,2,9.36,1:28.626,4,9.37,1:28.725,5,9.28,1:28.738
