Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Alexander ZHELEZNOV POSITION,Alexander ZHELEZNOV LAP TIME,Alexander ZHELEZNOV ELAPSED TIME
1,13.340,13.340,4,16.400,16.400,3,14.500,14.500,2,13.500,13.500
1,10.350,23.690,3,7.940,24.340,4,9.970,24.480,2,10.630,24.130
1,10.310,34.000,2,9.890,34.230,4,10.010,34.490,3,10.260,34.400
1,9.950,43.950,2,9.890,44.120,4,10.400,44.900,3,10.120,44.520
4,10.900,54.860,1,9.890,54.020,3,9.650,54.550,2,9.770,54.290
1,9.110,1:03.970,2,10.120,1:04.140,4,10.150,1:04.700,3,10.100,1:04.400
1,9.730,1:13.710,2,10.050,1:14.190,3,9.600,1:14.310,4,10.160,1:14.560
1,9.610,1:23.320,2,9.650,1:23.850,3,10.040,1:24.350,4,10.500,1:25.060
1,10.050,1:33.370,2,9.720,1:33.570,3,10.870,1:35.230,4,10.860,1:35.920
