REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,Yevgeniy REBIK POSITION,Yevgeniy REBIK LAP TIME,Yevgeniy REBIK ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME
2,12.27,12.27,1,12.16,12.16,3,12.33,12.33,5,12.63,12.63,4,12.42,12.42
2,9.13,21.40,1,9.16,21.32,3,9.14,21.47,5,9.03,21.66,4,9.14,21.56
2,8.99,30.39,1,8.98,30.30,3,9.01,30.48,5,9.06,30.72,4,9.04,30.60
2,9.01,39.40,1,9.02,39.32,3,8.99,39.47,5,8.92,39.64,4,8.96,39.56
2,9.11,48.51,1,9.13,48.45,3,9.12,48.59,5,9.18,48.82,4,9.15,48.71
2,9.20,57.71,1,9.25,57.70,3,9.25,57.84,5,9.20,58.02,4,9.25,57.96
1,9.19,1:06.90,3,9.53,1:07.23,2,9.19,1:07.03,4,9.27,1:07.29,5,9.41,1:07.37
1,9.56,1:16.46,3,9.39,1:16.62,2,9.47,1:16.50,5,9.63,1:16.92,4,9.39,1:16.76
3,9.64,1:26.10,2,9.34,1:25.96,1,9.14,1:25.64,5,9.66,1:26.58,4,9.44,1:26.20
