START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,8.79,8.79,1,8.51,8.51,6,8.87,8.87,7,8.88,8.88,2,8.61,8.61,3,8.68,8.68,5,8.83,8.83,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
4,11.66,20.46,1,11.67,20.19,6,11.72,20.60,3,11.42,20.30,2,11.68,20.29,5,11.82,20.51,7,11.94,20.77,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
6,10.89,31.35,2,10.84,31.03,7,10.96,31.56,1,10.66,30.96,5,11.03,31.32,4,10.80,31.32,3,10.26,31.04,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
5,9.87,41.22,3,9.80,40.83,6,9.67,41.24,2,9.84,40.81,4,9.77,41.10,7,10.01,41.33,1,9.71,40.75,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
7,9.93,51.16,3,9.99,50.83,4,9.66,50.90,2,9.98,50.79,5,9.90,51.00,6,9.81,51.15,1,9.86,50.62,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
7,9.55,1:00.71,1,9.44,1:00.27,3,9.63,1:00.53,2,9.51,1:00.31,5,9.59,1:00.60,6,9.48,1:00.64,4,9.95,1:00.57,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
1,9.05,1:09.76,2,9.57,1:09.84,5,9.63,1:10.16,3,9.61,1:09.92,6,9.81,1:10.41,7,9.87,1:10.51,4,9.57,1:10.14,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
1,8.97,1:18.74,2,8.98,1:18.82,4,9.05,1:19.21,3,9.15,1:19.08,5,9.01,1:19.42,6,9.24,1:19.76,7,36.79,1:46.94,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
2,9.55,1:28.29,1,9.47,1:28.29,4,9.30,1:28.52,3,9.29,1:28.37,5,9.23,1:28.66,6,9.15,1:28.91,7,15.86,2:02.80,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
2,9.68,1:37.98,1,9.58,1:37.88,4,9.77,1:38.29,3,9.86,1:38.24,5,9.77,1:38.44,6,9.78,1:38.69,7,13.38,2:16.19,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
1,9.60,1:47.58,2,9.70,1:47.59,4,9.48,1:47.78,3,9.51,1:47.75,6,9.89,1:48.33,5,9.52,1:48.22,7,11.81,2:28.00,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
1,9.42,1:57.01,2,9.49,1:57.08,4,9.57,1:57.35,3,9.49,1:57.25,5,9.61,1:57.95,6,9.99,1:58.21,7,11.05,2:39.06,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
2,9.66,2:06.67,1,9.33,2:06.41,6,19.34,2:16.69,3,9.61,2:06.86,4,10.37,2:08.32,5,10.30,2:08.52,7,10.96,2:50.03,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
1,9.78,2:16.445,2,10.10,2:16.503,4,0.24,2:16.926,3,9.84,2:16.691,5,10.89,2:19.207,6,10.71,2:19.222,7,11.22,3:01.250,2008-2009,"Samsung ISU World Cup 2008/2009, JPN, Nagano",1500m(2),m,Semifinals,1
