START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,9.37,9.37,4,9.76,9.76,1,9.36,9.36,3,9.45,9.45,5,9.85,9.85,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
1,13.76,23.13,4,13.83,23.60,2,14.03,23.39,3,13.97,23.42,5,13.91,23.76,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
2,13.73,36.86,4,13.76,37.36,1,13.39,36.78,3,13.64,37.07,5,13.71,37.47,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,12.27,49.13,4,12.03,49.39,1,11.99,48.78,2,11.98,49.05,5,11.97,49.45,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,11.37,1:00.51,4,11.35,1:00.75,1,11.53,1:00.32,2,11.32,1:00.38,5,11.41,1:00.86,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,11.29,1:11.80,4,11.20,1:11.95,1,11.16,1:11.48,2,11.37,1:11.75,5,11.15,1:12.02,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
1,10.68,1:22.49,3,10.96,1:22.92,2,11.29,1:22.77,5,11.44,1:23.20,4,10.91,1:22.93,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
2,10.12,1:32.62,3,9.88,1:32.80,4,10.18,1:32.95,5,10.34,1:33.55,1,9.57,1:32.51,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,10.17,1:42.79,1,9.75,1:42.55,4,9.85,1:42.81,5,10.24,1:43.79,2,10.20,1:42.71,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,9.89,1:52.69,1,9.99,1:52.55,4,10.06,1:52.87,5,10.94,1:54.74,2,9.86,1:52.58,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,9.99,2:02.68,1,10.05,2:02.60,4,10.30,2:03.17,5,11.73,2:06.47,2,10.04,2:02.62,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,10.15,2:12.83,1,10.05,2:12.65,4,10.63,2:13.81,5,12.54,2:19.02,2,10.12,2:12.75,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,10.35,2:23.18,1,10.27,2:22.93,4,11.02,2:24.83,5,12.49,2:31.52,2,10.27,2:23.02,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
3,10.34,2:33.518,2,10.35,2:33.275,4,11.81,2:36.638,5,12.61,2:44.123,1,9.96,2:32.974,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1500m,w,Heats,1
