START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
4,10.06,10.06,5,10.10,10.10,2,9.88,9.88,3,10.04,10.04,1,9.70,9.70,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,13.60,23.66,5,13.72,23.82,2,13.53,23.41,3,13.51,23.55,1,13.52,23.22,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,12.49,36.15,5,12.47,36.29,2,12.42,35.83,3,12.40,35.95,1,12.46,35.68,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,12.06,48.21,5,12.02,48.31,2,12.10,47.93,3,12.09,48.04,1,12.08,47.76,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,12.09,1:00.30,5,12.11,1:00.42,2,12.06,59.99,3,12.08,1:00.12,1,12.10,59.86,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,11.88,1:12.18,5,11.87,1:12.29,2,11.88,1:11.87,3,11.88,1:12.00,1,11.85,1:11.71,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,11.26,1:23.44,5,11.18,1:23.47,3,11.38,1:23.25,2,11.21,1:23.21,1,11.41,1:23.12,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
3,10.41,1:33.85,5,10.47,1:33.94,4,10.61,1:33.86,2,10.53,1:33.74,1,10.53,1:33.65,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
5,9.95,1:43.80,4,9.85,1:43.79,1,9.44,1:43.30,3,9.90,1:43.64,2,9.87,1:43.52,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,9.33,1:53.13,5,9.36,1:53.15,1,9.29,1:52.59,3,9.13,1:52.77,2,9.15,1:52.67,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,9.08,2:02.21,5,9.59,2:02.74,1,9.27,2:01.86,3,9.27,2:02.04,2,9.24,2:01.91,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,8.94,2:11.15,5,10.16,2:12.90,2,9.13,2:10.99,2,8.95,2:10.99,1,8.91,2:10.82,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,8.95,2:20.10,5,10.63,2:23.53,3,9.00,2:19.99,2,8.89,2:19.88,1,8.92,2:19.74,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
4,9.29,2:29.39,5,11.08,2:34.61,3,9.09,2:29.08,2,9.08,2:28.96,1,9.07,2:28.81,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1500m,m,Heats,10
