START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.11,8.11,2,8.37,8.37,3,8.74,8.74,4,8.93,8.93,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.97,18.08,2,9.89,18.26,3,9.71,18.45,4,9.73,18.66,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.71,27.79,2,9.61,27.87,3,9.52,27.97,4,9.46,28.12,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.77,37.56,2,9.77,37.64,3,9.76,37.73,4,9.76,37.88,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.88,47.44,2,9.90,47.54,3,9.91,47.64,4,9.86,47.74,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.95,57.39,2,9.95,57.49,3,9.94,57.58,4,9.95,57.69,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.93,1:07.32,2,9.93,1:07.42,3,9.93,1:07.51,4,9.93,1:07.62,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
1,9.90,1:17.22,2,9.88,1:17.30,3,9.88,1:17.39,4,9.89,1:17.51,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
3,10.04,1:27.26,1,9.86,1:27.16,4,9.95,1:27.34,2,9.70,1:27.21,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
4,9.98,1:37.24,2,9.54,1:36.70,3,9.56,1:36.90,1,9.00,1:36.21,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
4,10.02,1:47.26,3,9.50,1:46.20,2,9.28,1:46.18,1,9.17,1:45.38,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
4,10.25,1:57.51,3,9.50,1:55.70,2,9.39,1:55.57,1,9.29,1:54.67,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
4,10.53,2:08.04,3,9.56,2:05.26,2,9.59,2:05.16,1,9.40,2:04.07,,,,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
4,10.80,2:18.833,3,9.89,2:15.146,2,9.82,2:14.975,1,10.08,2:14.144,0,,DNS,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,RepHeats,2
