START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,12.24,12.24,3,12.48,12.48,2,12.35,12.35,4,12.59,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.51,21.75,4,9.46,21.94,2,9.50,21.85,3,9.33,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.28,31.03,3,9.71,31.65,2,9.29,31.14,4,9.79,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.20,40.23,3,9.08,40.73,2,9.15,40.29,4,9.33,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.17,49.40,3,8.98,49.71,2,9.22,49.51,4,9.07,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.29,58.69,2,9.11,58.82,3,9.32,58.83,4,8.95,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
1,9.15,1:07.84,2,9.12,1:07.94,3,9.24,1:08.07,4,9.17,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.26,1:17.10,1,9.13,1:17.07,3,9.16,1:17.23,4,9.14,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,9.17,1:26.27,1,8.89,1:25.96,2,8.94,1:26.17,4,9.08,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.76,1:35.03,1,8.86,1:34.82,2,8.77,1:34.94,4,9.11,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.93,1:43.96,1,8.96,1:43.78,2,8.93,1:43.87,4,8.96,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,9.10,1:53.06,1,8.94,1:52.72,2,9.04,1:52.91,4,8.84,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.91,2:01.97,1,9.01,2:01.73,2,8.94,2:01.85,4,8.73,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.98,2:10.95,1,8.89,2:10.62,2,8.85,2:10.70,4,8.95,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.67,2:19.62,1,8.76,2:19.38,2,8.79,2:19.49,4,8.94,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.84,2:28.46,1,8.92,2:28.30,2,8.89,2:28.38,4,9.04,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.04,2:37.50,1,9.12,2:37.42,3,9.15,2:37.53,4,9.12,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.15,2:46.65,1,9.15,2:46.57,3,9.24,2:46.77,4,9.06,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,8.93,2:55.58,1,8.92,2:55.49,3,8.89,2:55.66,4,8.80,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,8.84,3:04.42,1,8.81,3:04.30,2,8.76,3:04.42,4,8.88,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
3,8.83,3:13.25,2,8.93,3:13.23,1,8.73,3:13.15,4,9.07,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.18,3:22.43,3,9.26,3:22.49,1,9.16,3:22.31,4,9.48,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.20,3:31.63,3,9.29,3:31.78,1,9.21,3:31.52,4,9.51,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.11,3:40.74,3,9.05,3:40.83,1,9.10,3:40.62,4,9.28,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,8.74,3:49.48,3,8.80,3:49.63,1,8.81,3:49.43,4,9.04,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,9.17,3:58.65,3,9.23,3:58.86,1,9.04,3:58.47,4,9.38,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
2,8.95,4:07.60,3,9.19,4:08.05,1,8.78,4:07.25,4,9.98,,2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Semifinals,1
