START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
4,10.62,10.62,1,9.93,9.93,2,10.09,,6,10.94,10.94,7,11.12,11.12,3,10.52,10.52,5,10.71,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
4,13.15,23.77,1,13.39,23.32,2,13.37,,7,13.12,24.06,6,12.82,23.94,3,13.11,23.63,5,13.08,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
6,11.65,35.42,2,11.76,35.08,3,11.65,,1,10.82,34.88,7,11.73,35.67,4,11.60,35.23,5,11.48,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
4,9.63,45.05,4,9.97,45.05,3,9.84,,1,8.95,43.83,7,9.74,45.41,2,9.63,44.86,6,9.95,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
5,9.94,54.99,3,9.81,54.86,6,10.06,,1,9.09,52.92,7,9.72,55.13,2,9.96,54.82,4,9.65,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
6,9.87,1:04.86,2,9.59,1:04.45,3,9.56,,1,9.33,1:02.25,7,9.90,1:05.03,5,9.99,1:04.81,4,9.82,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
6,9.69,1:14.55,3,9.76,1:14.21,4,9.81,,1,9.51,1:11.76,7,9.72,1:14.75,5,9.63,1:14.44,2,9.51,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
4,9.58,1:24.13,3,9.77,1:23.98,2,9.58,,1,9.72,1:21.48,5,9.60,1:24.35,6,10.22,1:24.66,7,23.71,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
3,9.79,1:33.92,4,10.08,1:34.06,2,9.73,,1,9.87,1:31.35,5,9.88,1:34.23,6,9.71,1:34.37,7,27.81,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
3,9.69,1:43.61,4,9.69,1:43.75,2,9.57,,1,10.12,1:41.47,5,9.63,1:43.86,6,9.60,1:43.97,7,21.89,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
3,9.82,1:53.43,5,9.74,1:53.49,2,9.46,,1,10.22,1:51.69,3,9.57,1:53.43,6,9.74,1:53.71,,,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
6,10.02,2:03.45,5,9.92,2:03.41,2,9.81,,1,10.35,2:02.04,3,9.29,2:02.72,4,9.56,2:03.27,,,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
6,10.25,2:13.70,5,10.05,2:13.46,2,10.00,,1,10.42,2:12.46,2,9.81,2:12.53,4,9.74,2:13.01,,,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
5,10.57,2:24.244,4,10.12,2:23.560,4,10.62,,2,10.54,2:22.963,1,9.72,2:22.231,3,10.08,2:23.065,,,,2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,m,RankingFinals,3
