START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
1,11.93,11.93,2,12.12,12.12,3,12.30,12.30,4,12.43,12.43,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.30,21.23,2,9.23,21.35,3,9.14,21.44,4,9.15,21.58,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.95,30.18,2,8.94,30.29,3,9.00,30.44,4,8.97,30.55,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.09,39.27,2,9.22,39.51,3,9.14,39.58,4,9.14,39.69,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.24,48.51,2,9.08,48.59,3,9.15,48.73,4,9.19,48.88,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.14,57.65,2,9.14,57.73,3,9.19,57.92,4,9.28,58.16,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,8.97,1:06.62,3,8.99,1:06.72,4,9.03,1:06.95,1,7.83,1:05.99,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.97,1:15.59,2,8.96,1:15.68,3,8.81,1:15.76,4,9.97,1:15.96,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.82,1:24.41,2,8.87,1:24.55,4,9.04,1:24.80,3,8.79,1:24.75,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,8.97,1:33.38,3,9.09,1:33.64,4,8.90,1:33.70,1,8.56,1:33.31,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.04,1:42.42,2,8.95,1:42.59,3,9.03,1:42.73,4,9.64,1:42.95,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.06,1:51.48,2,8.98,1:51.57,3,8.96,1:51.69,4,9.01,1:51.96,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.95,2:00.43,2,8.98,2:00.55,3,9.08,2:00.77,4,8.93,2:00.89,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.99,2:09.42,2,8.97,2:09.52,3,8.85,2:09.62,4,8.90,2:09.79,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.87,2:18.29,2,8.83,2:18.35,3,8.88,2:18.50,4,8.79,2:18.58,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.07,2:27.36,2,9.24,2:27.59,3,9.21,2:27.71,4,9.23,2:27.81,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.13,2:36.49,2,8.98,2:36.57,3,9.03,2:36.74,4,9.09,2:36.90,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.13,2:45.62,2,9.11,2:45.68,3,9.06,2:45.80,4,9.13,2:46.03,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.01,2:53.63,3,9.12,2:54.80,4,9.11,2:54.91,2,8.30,2:54.33,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,10.15,3:03.78,3,9.10,3:03.90,1,8.10,3:03.01,4,9.80,3:04.13,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.94,3:12.72,2,9.07,3:12.97,4,10.09,3:13.10,3,8.92,3:13.05,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.05,3:21.77,2,8.99,3:21.96,3,8.97,3:22.07,4,9.15,3:22.20,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.15,3:30.92,2,9.06,3:31.02,3,9.09,3:31.16,4,9.14,3:31.34,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.16,3:40.08,2,9.14,3:40.16,3,9.12,3:40.28,4,9.19,3:40.53,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,9.29,3:49.37,3,9.30,3:49.46,4,9.27,3:49.55,1,7.80,3:48.33,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.19,3:58.56,2,9.20,3:58.66,3,9.20,3:58.75,4,10.51,3:58.84,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.93,4:07.49,2,9.06,4:07.72,4,9.11,4:07.86,3,8.96,4:07.80,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.03,4:16.52,2,8.95,4:16.67,3,9.04,4:16.90,4,9.12,4:16.92,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,9.23,4:25.75,1,9.00,4:25.67,3,9.14,4:26.04,4,9.15,4:26.07,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.15,4:34.90,2,9.24,4:34.91,3,9.14,4:35.18,4,9.24,4:35.31,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,9.29,4:44.19,1,9.17,4:44.08,3,9.09,4:44.27,4,15.71,4:51.02,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.18,4:53.37,2,9.37,4:53.45,3,9.27,4:53.54,4,9.55,5:00.57,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,8.96,5:02.33,3,9.19,5:02.64,2,8.97,5:02.51,4,9.38,5:09.95,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
1,9.14,5:11.47,3,9.29,5:11.93,2,9.25,5:11.76,4,9.41,5:19.36,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,9.23,5:20.70,3,9.17,5:21.10,1,7.84,5:19.60,4,7.82,5:27.18,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
2,9.31,5:30.01,3,8.94,5:30.04,1,10.20,5:29.80,4,10.57,5:37.75,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,9.07,5:39.08,2,8.88,5:38.92,1,8.90,5:38.70,4,8.11,5:45.86,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,8.97,5:48.05,2,8.79,5:47.71,1,8.88,5:47.58,4,8.87,5:54.73,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,8.97,5:57.02,2,8.86,5:56.57,1,8.89,5:56.47,4,11.84,6:06.57,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,9.09,6:06.11,2,9.28,6:05.85,1,9.22,6:05.69,4,9.24,6:15.81,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,9.31,6:15.42,1,8.62,6:14.47,2,9.36,6:15.05,4,9.16,6:24.97,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,9.34,6:24.76,2,9.92,6:24.39,1,9.20,6:24.25,4,9.47,6:34.44,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,9.34,6:34.10,2,9.03,6:33.42,1,9.11,6:33.36,4,9.35,6:43.79,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,8.70,6:42.80,2,8.86,6:42.28,1,8.82,6:42.18,4,9.34,6:53.13,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
3,8.93,6:51.726,2,9.03,6:51.303,1,9.04,6:51.212,4,10.53,7:03.652,2010-2011,"ISU World Cup 2010/2011, CAN, Montreal",5000mRelay,m,Semifinals,2
