START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,10.60,10.60,4,10.94,10.94,5,11.10,11.10,3,10.77,10.77,1,10.51,10.51,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,15.82,26.42,4,15.84,26.78,5,15.79,26.89,3,15.84,26.61,1,15.70,26.21,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,14.01,40.43,3,13.79,40.57,5,14.01,40.90,4,14.11,40.72,1,14.02,40.23,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
3,12.39,52.82,4,12.33,52.90,5,12.21,53.11,1,11.90,52.62,2,12.42,52.65,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
3,10.64,1:03.46,4,10.68,1:03.58,5,10.62,1:03.73,1,10.67,1:03.29,2,10.73,1:03.38,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
1,10.64,1:14.10,4,10.76,1:14.34,5,10.77,1:14.50,2,10.87,1:14.16,3,10.90,1:14.28,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,10.03,1:24.13,3,9.98,1:24.32,4,9.83,1:24.33,1,9.86,1:24.02,5,10.07,1:24.35,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,9.73,1:33.86,4,9.76,1:34.08,3,9.62,1:33.95,1,9.75,1:33.77,5,9.85,1:34.20,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,10.01,1:43.87,4,9.96,1:44.04,3,9.99,1:43.94,1,9.97,1:43.74,5,10.01,1:44.21,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,9.84,1:53.71,4,9.89,1:53.93,3,9.78,1:53.72,1,9.90,1:53.64,5,9.85,1:54.06,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
1,9.76,2:03.47,5,19.56,2:13.49,2,10.08,2:03.80,4,10.62,2:04.26,3,9.86,2:03.92,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
1,9.68,2:13.15,5,25.79,2:39.28,2,9.49,2:13.29,4,11.47,2:15.73,3,10.21,2:14.13,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
1,9.54,2:22.69,5,18.63,2:57.91,2,9.53,2:22.82,4,11.13,2:26.86,3,10.75,2:24.88,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
2,9.74,2:32.424,0,,notime,1,9.61,2:32.422,4,11.42,2:38.275,3,11.57,2:36.445,2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1500m,m,RankingRaces-Quarterfinals,3
