START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
2,9.92,9.92,1,9.63,9.63,,,,4,10.16,10.16,3,10.07,10.07,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
2,13.75,23.67,1,13.75,23.38,,,,4,13.83,23.99,3,13.70,23.77,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
2,12.85,36.52,1,12.88,36.26,,,,4,12.97,36.96,3,12.87,36.64,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
2,12.43,48.95,1,12.58,48.84,,,,4,12.50,49.46,3,12.51,49.15,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
1,10.35,59.30,2,10.53,59.37,,,,4,10.45,59.91,3,10.47,59.62,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
1,10.44,1:09.74,2,10.46,1:09.83,,,,4,10.33,1:10.24,3,10.44,1:10.06,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
1,10.57,1:20.31,2,10.59,1:20.42,5,,1:40.83,4,10.55,1:20.79,3,10.60,1:20.66,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
1,10.43,1:30.74,2,10.33,1:30.75,,,,4,10.37,1:31.16,3,10.38,1:31.04,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
2,9.99,1:40.73,1,9.90,1:40.65,,,,4,10.00,1:41.16,3,9.82,1:40.86,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
2,9.88,1:50.61,1,9.87,1:50.52,4,,1:50.80,5,9.76,1:50.92,3,9.82,1:50.68,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
5,10.18,2:00.79,1,9.93,2:00.45,4,9.94,2:00.74,2,9.62,2:00.54,3,9.96,2:00.64,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
,,,2,9.62,2:10.07,4,10.51,2:11.25,1,9.12,2:09.66,3,9.93,2:10.57,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
,,,2,9.73,2:19.80,4,9.98,2:21.23,1,9.36,2:19.02,3,10.49,2:21.06,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
0,,PEN,2,10.01,2:29.807,3,10.12,2:31.347,1,9.71,2:28.729,4,10.71,2:31.762,2014-2015,ISU World Cup 2014/15 - Dresden (GER),1500m(1),w,Heats,3
