START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
3,14.03,14.03,4,14.18,14.18,1,13.94,13.94,2,14.00,14.00,5,14.30,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
3,10.46,24.49,4,10.42,24.60,1,10.41,24.35,1,10.35,24.35,5,10.40,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
5,10.39,34.88,3,10.16,34.76,1,10.25,34.60,2,10.36,34.71,4,10.10,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
4,9.65,44.53,3,9.67,44.43,1,9.57,44.17,2,9.59,44.30,5,22.18,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
4,9.63,54.16,3,9.69,54.12,1,9.75,53.92,2,9.72,54.02,5,24.67,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
4,9.92,1:04.08,2,9.84,1:03.96,1,9.94,1:03.86,3,10.05,1:04.07,5,17.67,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
2,9.93,1:14.01,3,10.09,1:14.05,1,10.06,1:13.92,4,10.11,1:14.18,,,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
2,10.19,1:24.20,3,10.54,1:24.59,1,10.15,1:24.07,4,10.56,1:24.74,,,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
2,10.39,1:34.59,3,10.63,1:35.222,1,10.41,1:34.48,4,10.80,1:35.548,,,,2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1000m,w,Quarterfinals,1
