START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.822,8.822,4,9.313,9.313,3,9.255,9.255,5,9.479,9.479,6,9.532,9.532,7,9.800,9.800,2,9.032,9.032,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
2,12.536,21.358,6,12.686,21.999,5,12.681,21.936,4,12.234,21.713,1,11.726,21.258,7,12.267,22.067,3,12.464,21.497,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
2,10.738,32.096,5,10.680,32.679,6,10.811,32.748,4,10.842,32.555,1,10.776,32.034,7,10.937,33.004,3,10.791,32.287,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
2,10.825,42.921,5,10.355,43.034,6,10.508,43.256,3,10.445,42.999,1,10.743,42.777,7,10.266,43.270,4,10.740,43.027,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
3,9.827,52.748,4,9.814,52.848,6,9.881,53.137,7,19.166,1:02.165,1,9.791,52.568,2,9.384,52.653,5,9.882,52.909,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,9.943,1:02.691,4,9.702,1:02.550,6,9.759,1:02.896,7,23.078,1:25.244,2,9.831,1:02.399,1,9.533,1:02.186,3,9.636,1:02.545,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,9.991,1:12.682,3,9.996,1:12.546,6,9.824,1:12.720,7,13.019,1:38.263,2,9.944,1:12.343,1,10.150,1:12.337,4,10.004,1:12.549,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,10.219,1:22.901,3,10.251,1:22.797,6,10.375,1:23.096,7,12.004,1:50.266,2,10.385,1:22.728,1,10.265,1:22.601,4,10.259,1:22.808,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,10.338,1:33.238,3,10.261,1:33.057,6,10.313,1:33.408,7,11.385,2:01.651,2,10.152,1:32.879,1,10.209,1:32.810,4,10.288,1:33.096,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
6,10.281,1:43.519,3,10.134,1:43.191,5,9.984,1:43.392,7,12.450,2:14.102,2,10.208,1:43.088,1,10.214,1:43.025,4,10.119,1:43.215,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
6,10.215,1:53.734,2,10.141,1:53.332,5,10.222,1:53.614,7,12.833,2:26.935,3,10.349,1:53.436,1,10.211,1:53.236,4,10.337,1:53.552,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
6,10.320,2:04.054,3,10.274,2:03.606,4,10.004,2:03.618,7,12.454,2:39.388,5,10.507,2:03.944,1,10.256,2:03.492,2,10.018,2:03.570,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,10.456,2:14.510,4,10.879,2:14.485,3,10.215,2:13.833,7,12.638,2:52.026,6,11.066,2:15.010,2,10.005,2:13.497,1,9.856,2:13.426,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
5,11.590,2:26.099,4,11.399,2:25.884,2,9.867,2:23.700,7,13.192,3:05.218,6,11.595,2:26.605,1,10.086,2:23.583,3,10.368,2:23.794,2007-2008,"Samsung ISU World Cup 2007/2008, USA, Salt Lake City",1500m,w,RepFinalA,1
