START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
2,10.22,10.22,3,10.41,10.41,5,10.54,,6,10.69,10.69,8,10.89,,6,10.69,10.69,4,10.50,10.50,1,10.04,10.04,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
2,14.16,24.38,4,14.31,24.72,5,14.29,,6,14.21,24.90,8,14.12,,7,14.25,24.94,3,14.05,24.55,1,14.15,24.19,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,12.73,37.11,5,12.65,37.37,6,12.67,,2,12.08,36.98,8,12.83,,7,12.70,37.64,4,12.67,37.22,1,12.65,36.84,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,11.68,48.79,5,11.67,49.04,6,11.64,,2,11.70,48.68,8,11.51,,7,11.59,49.23,4,11.68,48.90,1,11.71,48.55,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,11.63,1:00.42,4,11.46,1:00.50,6,11.47,,2,11.67,1:00.35,8,11.54,,7,11.49,1:00.72,5,11.64,1:00.54,1,11.69,1:00.24,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
4,9.98,1:10.40,1,9.65,1:10.15,5,9.84,,3,10.01,1:10.36,6,9.74,,7,9.94,1:10.66,8,10.32,1:10.86,2,10.01,1:10.25,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,9.71,1:20.11,1,9.88,1:20.03,5,9.83,,7,10.04,1:20.40,6,9.74,,2,9.41,1:20.07,8,9.87,1:20.73,4,9.91,1:20.16,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,9.92,1:30.03,2,9.89,1:29.92,6,10.08,,5,9.85,1:30.25,7,10.07,,1,9.75,1:29.82,8,9.94,1:30.67,4,10.00,1:30.16,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,10.00,1:40.03,1,9.88,1:39.80,6,9.97,,5,9.90,1:40.15,7,10.03,,2,10.11,1:39.93,8,10.06,1:40.73,4,9.91,1:40.07,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
3,10.11,1:50.14,1,10.16,1:49.96,6,10.02,,4,10.06,1:50.21,8,45.08,,2,10.12,1:50.05,7,10.60,1:51.33,5,10.18,1:50.25,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
4,10.05,2:00.19,1,10.04,2:00.00,5,9.99,,3,9.96,2:00.17,,,,2,10.02,2:00.07,7,10.99,2:02.32,6,10.32,2:00.57,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
5,10.14,2:10.33,1,9.86,2:09.86,4,9.83,,3,9.89,2:10.06,,,,2,9.88,2:09.95,7,11.34,2:13.66,6,10.35,2:10.92,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
5,9.94,2:20.27,1,9.88,2:19.74,4,9.90,,3,9.81,2:19.87,,,,2,9.89,2:19.84,7,11.76,2:25.42,6,10.98,2:21.90,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
4,10.22,2:30.458,1,9.88,2:29.62,3,9.86,,3,10.45,2:30.308,,,,2,9.88,2:29.72,6,12.11,2:37.516,5,11.69,2:33.567,2016-2017,ISU World Cup 2016/17 - Gangneung (KOR),1500m,w,Rep.Semifinals,1
