START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
3,14.88,14.88,2,14.62,14.62,,,,1,14.54,14.54,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,11.67,26.55,2,11.63,26.25,3,,26.39,1,11.60,26.14,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,10.74,37.29,2,10.73,36.98,3,10.69,37.08,1,10.74,36.88,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,10.20,47.49,2,10.26,47.24,3,10.25,47.33,1,10.26,47.14,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,10.10,57.59,2,10.04,57.28,3,10.10,57.43,1,10.04,57.18,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.95,1:07.54,2,9.97,1:07.25,3,9.98,1:07.41,1,9.96,1:07.14,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,10.19,1:17.73,2,10.23,1:17.48,3,10.21,1:17.62,1,10.21,1:17.35,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,10.14,1:27.87,2,10.07,1:27.55,3,10.09,1:27.71,1,10.09,1:27.44,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.95,1:37.82,2,9.92,1:37.47,3,9.87,1:37.58,1,9.92,1:37.36,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.65,1:47.47,2,9.74,1:47.21,3,9.73,1:47.31,1,9.70,1:47.06,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.35,1:56.82,2,9.41,1:56.62,3,9.41,1:56.72,1,9.45,1:56.51,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.70,2:06.52,2,9.67,2:06.29,3,9.68,2:06.40,1,9.69,2:06.20,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.91,2:16.43,2,9.89,2:16.18,3,9.92,2:16.32,1,9.87,2:16.07,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.87,2:26.30,2,9.88,2:26.06,3,9.89,2:26.21,1,9.85,2:25.92,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.60,2:35.90,2,9.53,2:35.59,3,9.50,2:35.71,1,9.59,2:35.51,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.10,2:45.00,2,9.20,2:44.79,3,9.15,2:44.86,1,9.20,2:44.71,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
4,9.21,2:54.21,2,9.18,2:53.97,3,9.22,2:54.08,1,9.18,2:53.89,2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Semifinals,2
