START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
3,8.15,8.15,6,8.62,,5,8.50,,2,8.06,8.06,4,8.30,8.30,1,7.94,7.94,7,8.74,8.74,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
3,10.81,18.96,7,10.75,,5,10.76,,2,10.89,18.95,4,10.85,19.15,1,10.91,18.85,6,10.61,19.35,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
2,10.14,29.10,7,10.16,,6,10.17,,3,10.21,29.16,4,10.04,29.19,1,10.17,29.02,5,9.99,29.34,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
2,9.79,38.89,7,9.80,,6,9.83,,3,9.78,38.94,4,9.88,39.07,1,9.80,38.82,5,9.83,39.17,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.50,48.39,7,9.64,,6,9.64,,3,9.59,48.53,4,9.47,48.54,2,9.64,48.46,5,9.54,48.71,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.43,57.82,6,9.32,,5,9.30,,3,9.39,57.92,4,9.55,58.09,2,9.44,57.90,7,9.60,58.31,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
2,9.15,1:06.97,6,9.06,,5,9.06,,1,8.96,1:06.88,4,9.08,1:07.17,3,9.18,1:07.08,7,9.13,1:07.44,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.07,1:16.04,6,9.11,,5,9.09,,2,9.17,1:16.05,4,9.10,1:16.27,3,9.10,1:16.18,7,9.15,1:16.59,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.09,1:25.13,6,9.03,,5,9.13,,2,9.16,1:25.21,4,9.10,1:25.37,3,9.12,1:25.30,7,9.05,1:25.64,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.16,1:34.29,5,9.16,,6,9.30,,2,9.16,1:34.37,4,9.21,1:34.58,3,9.19,1:34.49,7,9.25,1:34.89,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.18,1:43.47,5,9.15,,6,9.11,,2,9.20,1:43.57,4,9.16,1:43.74,3,9.17,1:43.66,7,9.16,1:44.05,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.14,1:52.61,7,32.67,,6,28.43,,3,9.27,1:52.84,5,24.00,2:07.74,2,9.17,1:52.83,4,9.39,1:53.44,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.28,2:01.89,7,45.96,,6,27.85,,2,9.23,2:02.07,5,29.93,2:37.67,3,9.39,2:02.22,4,9.82,2:03.26,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
1,9.42,2:11.31,,,,6,16.85,,2,9.31,2:11.38,5,18.24,2:55.91,3,9.59,2:11.81,4,10.32,2:13.58,2016-2017,ISU World Cup 2016/17 - Dresden (GER),1500m(1),m,Semifinals,3
