START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,17.96,17.96,3,18.32,18.32,2,18.07,18.07,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,10.04,28.00,3,10.00,28.32,2,10.15,28.22,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.93,37.93,3,10.01,38.33,2,9.92,38.14,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,10.11,48.04,3,10.05,48.38,2,9.99,48.13,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.73,57.77,3,10.02,58.40,2,9.87,58.00,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.47,1:07.24,3,9.21,1:07.61,2,9.39,1:07.39,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.30,1:16.54,3,9.16,1:16.77,2,9.26,1:16.65,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.18,1:25.72,3,9.18,1:25.95,2,9.19,1:25.84,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.44,1:35.16,3,9.41,1:35.36,2,9.38,1:35.22,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.29,1:44.45,3,9.34,1:44.70,2,9.38,1:44.60,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.99,1:53.44,3,9.16,1:53.86,2,8.97,1:53.57,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.83,2:02.27,3,9.09,2:02.95,2,8.79,2:02.36,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.89,2:11.16,3,8.94,2:11.89,2,8.89,2:11.25,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.92,2:20.08,3,8.78,2:20.67,2,8.91,2:20.16,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.29,2:29.37,3,8.89,2:29.56,2,9.28,2:29.44,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.28,2:38.65,3,9.30,2:38.86,2,9.30,2:38.74,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.93,2:47.58,3,9.15,2:48.01,2,8.90,2:47.64,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.87,2:56.45,3,9.21,2:57.22,2,8.93,2:56.57,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.93,3:05.38,3,8.96,3:06.18,2,8.91,3:05.48,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,8.82,3:14.20,3,8.84,3:15.02,2,8.80,3:14.28,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
1,9.15,3:23.35,3,8.84,3:23.86,2,9.11,3:23.39,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
2,9.13,3:32.48,3,8.81,3:32.67,1,8.97,3:32.36,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
2,8.99,3:41.47,3,9.19,3:41.86,1,8.95,3:41.31,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
2,8.72,3:50.19,3,9.48,3:51.34,1,8.80,3:50.11,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
2,8.85,3:59.04,3,9.31,4:00.65,1,8.77,3:58.88,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
2,8.53,4:07.57,3,9.10,4:09.75,1,8.60,4:07.48,2015-2016,ISU Shanghai Trophy 2016,5000mMixedRelay,m,Semifinals,1
