START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
2,12.80,,1,12.63,12.63,3,12.99,12.99,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,9.17,,1,9.22,21.85,3,9.25,22.24,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,9.23,,1,9.08,30.93,3,9.09,31.33,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,9.50,,3,18.39,49.32,1,9.28,40.61,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,11.49,,3,9.31,58.63,1,9.65,50.26,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,10.27,,3,9.35,1:07.98,1,9.41,59.67,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
2,9.87,,,,,1,9.40,1:09.07,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.47,,1,,1:17.25,2,9.40,1:18.47,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.59,,1,9.19,1:26.44,2,9.36,1:27.83,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.02,,1,9.40,1:35.84,2,9.89,1:37.72,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.23,,1,9.46,1:45.30,2,9.98,1:47.70,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.75,,1,9.57,1:54.87,2,9.65,1:57.35,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.70,,1,9.55,2:04.42,2,9.43,2:06.78,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.56,,1,9.39,2:13.81,2,9.49,2:16.27,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.68,,1,9.38,2:23.19,2,9.51,2:25.78,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.96,,1,9.55,2:32.74,2,9.96,2:35.74,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.35,,1,9.62,2:42.36,2,10.02,2:45.76,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.07,,1,9.57,2:51.93,2,9.73,2:55.49,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.41,,1,9.54,3:01.47,2,9.62,3:05.11,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.78,,1,9.66,3:11.13,2,9.79,3:14.90,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.36,,1,9.56,3:20.69,2,9.82,3:24.72,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.87,,1,9.45,3:30.14,2,10.10,3:34.82,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.17,,1,9.48,3:39.62,2,10.04,3:44.86,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.96,,1,9.76,3:49.38,2,9.72,3:54.58,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,10.15,,1,9.68,3:59.06,2,9.66,4:04.24,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.94,,1,9.51,4:08.57,2,9.60,4:13.84,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
3,9.82,,1,9.34,4:17.91,2,9.60,4:23.44,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),3000mRelay,w,Quarterfinals,1
