START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
5,9.24,9.24,2,8.82,8.82,4,9.08,9.08,3,8.97,8.97,7,9.54,9.54,1,8.78,8.78,6,9.40,9.40,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
5,11.04,20.28,2,11.04,19.86,4,11.00,20.08,3,11.00,19.97,7,10.99,20.53,1,11.01,19.79,6,11.02,20.42,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
5,10.30,30.58,2,10.34,30.20,4,10.36,30.44,3,10.36,30.33,7,10.33,30.86,1,10.31,30.10,6,10.32,30.74,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
5,10.01,40.59,2,10.09,40.29,4,10.03,40.47,3,10.04,40.37,7,9.97,40.83,1,10.12,40.22,6,9.97,40.71,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
6,10.11,50.70,1,9.84,50.13,4,10.04,50.51,2,9.89,50.26,7,10.00,50.83,3,10.07,50.29,5,9.90,50.61,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
6,10.25,1:00.95,1,10.30,1:00.43,5,10.36,1:00.87,2,10.25,1:00.51,7,10.20,1:01.03,3,10.37,1:00.66,4,10.17,1:00.78,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
5,10.01,1:10.96,1,10.15,1:10.58,7,10.38,1:11.25,2,10.16,1:10.67,6,10.19,1:11.22,4,10.21,1:10.87,3,10.03,1:10.81,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
4,9.89,1:20.85,1,9.97,1:20.55,7,10.25,1:21.50,2,9.96,1:20.63,5,9.83,1:21.05,6,10.22,1:21.09,3,9.94,1:20.75,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
4,9.87,1:30.72,1,9.86,1:30.41,7,10.60,1:32.10,2,9.81,1:30.44,5,9.82,1:30.87,6,10.20,1:31.29,3,9.82,1:30.57,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
4,9.39,1:40.11,3,9.63,1:40.04,7,11.05,1:43.15,1,9.40,1:39.84,5,9.42,1:40.29,6,10.58,1:41.87,2,9.37,1:39.94,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
3,9.59,1:49.70,4,9.67,1:49.71,7,11.72,1:54.87,1,9.68,1:49.52,5,9.62,1:49.91,6,10.96,1:52.83,2,9.68,1:49.62,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
6,25.91,2:15.61,7,33.37,2:23.08,5,12.35,2:07.22,2,9.68,1:59.20,3,9.60,1:59.51,4,11.38,2:04.21,1,9.43,1:59.05,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
6,16.46,2:32.07,7,22.47,2:45.55,5,13.48,2:20.70,2,9.61,2:08.81,3,9.66,2:09.17,4,11.37,2:15.58,1,9.65,2:08.70,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
6,12.30,2:44.355,7,14.27,2:59.793,5,13.17,2:33.845,2,9.82,2:18.608,3,9.92,2:19.064,4,11.54,2:27.098,1,9.80,2:18.482,2017-2018,Audi ISU World Cup 2017/18 - Budapest (HUN),1500m,m,Preliminaries,7
