START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
5,11.90,11.90,4,11.77,,2,11.61,11.61,5,11.90,11.90,1,11.55,11.55,3,11.74,11.74,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
6,16.53,28.43,5,16.54,,2,16.14,27.75,1,15.67,27.57,3,16.33,27.88,4,16.42,28.16,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
6,13.74,42.17,5,13.76,,2,13.92,41.67,1,13.95,41.52,3,13.88,41.76,4,13.80,41.96,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
6,14.00,56.17,5,13.98,,2,13.96,55.63,1,14.00,55.52,3,13.95,55.71,4,13.97,55.93,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
1,13.08,1:09.25,6,13.74,,2,13.71,1:09.34,4,13.93,1:09.45,3,13.68,1:09.39,5,13.78,1:09.71,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
1,11.12,1:20.37,6,11.31,,3,11.37,1:20.71,4,11.43,1:20.88,2,11.07,1:20.46,5,11.30,1:21.01,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
1,11.04,1:31.41,4,10.48,,3,10.86,1:31.57,6,10.86,1:31.74,2,11.00,1:31.46,5,10.69,1:31.70,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
3,10.33,1:41.74,2,10.15,,1,10.01,1:41.58,5,10.17,1:41.91,6,10.49,1:41.95,4,10.11,1:41.81,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
4,10.18,1:51.92,3,10.07,,1,10.09,1:51.67,6,10.12,1:52.03,5,10.07,1:52.02,2,9.97,1:51.78,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
5,9.79,2:01.71,3,9.73,,2,9.71,2:01.38,4,9.52,2:01.55,6,9.84,2:01.86,1,9.46,2:01.24,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
3,9.87,2:11.58,5,28.14,,2,9.57,2:10.95,6,35.82,2:37.37,4,9.75,2:11.61,1,9.60,2:10.84,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
3,10.54,2:22.12,5,15.59,,2,9.77,2:20.72,6,14.60,2:51.97,4,10.65,2:22.26,1,9.84,2:20.68,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
4,10.87,2:32.99,5,13.04,,1,9.61,2:30.33,6,12.31,3:04.28,3,10.69,2:32.95,2,9.93,2:30.61,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
4,11.59,2:44.58,5,12.81,,1,9.84,2:40.17,6,11.83,3:16.11,3,10.91,2:43.86,2,9.85,2:40.46,2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),1500m,w,Heats,3
