START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,13.20,13.20,3,13.53,13.53,2,13.38,13.38,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.34,23.55,3,10.13,23.66,1,10.10,23.48,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
1,9.77,33.32,2,9.67,33.34,3,9.92,33.40,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.36,43.68,1,10.26,43.61,3,10.28,43.69,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.09,53.78,1,10.15,53.76,3,10.17,53.87,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
1,10.03,1:03.81,2,10.08,1:03.84,3,10.20,1:04.07,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.22,1:14.03,1,10.18,1:14.02,3,10.26,1:14.33,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.27,1:24.30,1,10.24,1:24.27,3,10.27,1:24.61,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
2,10.51,1:34.810,1,10.41,1:34.676,3,10.37,1:34.977,2008-2009,"Samsung ISU World Cup 2008/2009, CAN, BC, Vancouver",1000m(1),w,Preliminaries,8
