START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
1,11.830,11.830,2,12.130,12.130,4,12.330,12.330,3,12.220,12.220,,,,5,12.330,12.330,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
1,16.630,28.470,2,16.580,28.710,5,16.650,28.980,4,16.630,28.850,6,0.000,29.170,3,16.510,28.840,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
2,14.230,42.710,3,14.270,42.990,5,14.250,43.240,4,14.150,43.000,6,14.110,43.290,1,13.710,42.560,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
1,13.310,56.020,3,13.440,56.440,5,13.310,56.550,4,13.460,56.470,6,13.500,56.790,2,13.470,56.040,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
2,13.830,1:09.850,4,13.660,1:10.100,5,13.650,1:10.200,3,13.580,1:10.050,6,13.610,1:10.410,1,13.680,1:09.720,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
3,12.140,1:22.000,5,12.320,1:22.420,1,11.560,1:21.760,6,12.410,1:22.460,2,11.570,1:21.980,4,12.490,1:22.220,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
3,10.430,1:32.430,6,10.380,1:32.800,1,10.490,1:32.260,5,10.230,1:32.700,2,10.400,1:32.380,4,10.390,1:32.620,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
3,10.350,1:42.780,4,10.290,1:43.090,1,10.280,1:42.550,6,10.590,1:43.300,2,10.350,1:42.740,5,10.500,1:43.120,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
2,10.260,1:53.040,5,10.120,1:53.210,1,10.260,1:52.810,3,9.740,1:53.040,4,10.310,1:53.050,6,10.090,1:53.220,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
4,9.900,2:02.940,1,9.510,2:02.730,2,9.920,2:02.730,3,9.760,2:02.810,5,9.900,2:02.960,6,10.240,2:03.470,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
5,9.710,2:12.660,1,9.510,2:12.240,3,9.540,2:12.280,2,9.430,2:12.250,4,9.640,2:12.610,6,10.190,2:13.660,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
5,9.840,2:22.500,1,9.700,2:21.950,3,9.960,2:22.240,2,9.790,2:22.040,4,9.780,2:22.390,6,10.570,2:24.230,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
5,9.850,2:32.360,1,9.950,2:31.900,3,9.970,2:32.220,2,9.950,2:32.000,4,9.920,2:32.320,6,11.080,2:35.320,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
3,10.240,2:42.610,1,10.070,2:41.970,2,10.380,2:42.600,6,28.290,3:00.290,4,10.360,2:42.680,5,11.560,2:46.880,2007-2008,"Samsung ISU World Cup 2007/2008, Japan, Kobe",1500m,w,Semifinals,1
