START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
3,14.48,14.48,2,14.47,14.47,4,14.61,14.61,1,14.44,14.44,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.52,25.00,3,10.50,24.98,1,10.10,24.71,2,10.51,24.96,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.47,35.47,3,10.39,35.37,1,10.60,35.32,2,10.39,35.35,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.11,45.59,3,9.92,45.30,2,9.89,45.22,1,9.83,45.18,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.08,55.67,3,10.11,55.41,1,9.97,55.19,2,10.08,55.27,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,9.90,1:05.58,3,10.01,1:05.42,2,10.10,1:05.29,1,9.92,1:05.20,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.64,1:16.22,3,9.99,1:15.41,1,9.92,1:15.22,2,10.06,1:15.27,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.54,1:26.77,3,9.75,1:25.17,1,9.82,1:25.04,2,9.80,1:25.07,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
4,10.82,1:37.582,3,9.89,1:35.051,1,9.84,1:34.872,2,9.95,1:35.012,2008-2009,"Samsung ISU World Cup 2008/2009, USA, UT. Salt Lake City",1000m,w,RepHeats,4
