START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
2,8.30,8.30,4,8.57,8.57,3,8.45,8.45,1,8.20,8.20,5,8.62,8.62,6,8.75,8.75,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,11.66,19.96,4,11.70,20.27,2,11.61,20.06,3,11.98,20.18,5,11.73,20.35,6,11.67,20.42,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,10.95,30.91,5,10.96,31.23,2,10.96,31.02,3,10.96,31.14,6,10.94,31.29,4,10.78,31.20,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
3,10.09,41.00,2,9.75,40.98,4,10.12,41.14,5,10.21,41.35,6,10.17,41.46,1,9.76,40.96,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
2,9.40,50.40,1,9.39,50.37,3,9.31,50.45,5,9.25,50.60,6,9.24,50.70,4,9.52,50.48,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,9.71,1:00.11,2,9.84,1:00.21,3,9.86,1:00.31,4,9.81,1:00.41,6,9.89,1:00.59,5,10.02,1:00.50,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,9.84,1:09.95,2,9.84,1:10.05,3,9.85,1:10.16,4,9.87,1:10.28,6,9.87,1:10.46,5,9.87,1:10.37,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,9.96,1:19.91,2,9.95,1:20.00,3,9.94,1:20.10,4,9.90,1:20.18,6,9.93,1:20.39,5,9.92,1:20.29,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
1,9.83,1:29.74,2,9.76,1:29.76,4,9.90,1:30.00,3,9.65,1:29.83,6,9.76,1:30.15,5,9.80,1:30.09,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
2,9.36,1:39.10,1,9.28,1:39.04,4,9.40,1:39.40,3,9.37,1:39.20,5,9.56,1:39.71,6,9.62,1:39.71,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
2,9.22,1:48.32,1,9.19,1:48.23,4,9.20,1:48.60,3,9.18,1:48.38,5,9.14,1:48.85,6,9.31,1:49.02,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
2,9.29,1:57.61,1,9.29,1:57.52,4,9.29,1:57.89,3,9.32,1:57.70,5,9.34,1:58.19,6,9.50,1:58.52,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
2,9.23,2:06.84,1,9.30,2:06.82,4,9.36,2:07.25,3,9.27,2:06.97,5,9.53,2:07.72,6,10.07,2:08.59,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
0,,DQ,2,9.83,2:16.649,3,9.77,2:17.015,1,9.49,2:16.458,4,10.04,2:17.759,5,10.89,2:19.473,2009-2010,"2010 ISU World Championships, BUL, Sofia",1500m,m,Semifinals,2
