START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.46,8.46,4,8.69,8.69,5,8.83,8.83,3,8.58,8.58,6,8.89,8.89,2,8.53,8.53,7,9.20,9.20,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
2,12.71,21.17,6,12.75,21.44,7,12.65,21.48,4,12.75,21.33,3,12.42,21.31,1,12.46,20.99,5,12.15,21.35,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
3,11.29,32.46,7,11.58,33.02,1,10.97,32.45,6,11.55,32.88,5,11.38,32.69,2,11.46,32.45,4,11.17,32.52,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
2,9.99,42.45,7,9.93,42.95,1,9.89,42.34,6,9.97,42.85,4,9.92,42.61,3,10.07,42.52,5,10.24,42.76,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
4,10.22,52.67,7,10.06,53.01,2,10.20,52.54,3,9.75,52.60,5,10.16,52.77,1,9.87,52.39,6,10.15,52.91,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
4,9.66,1:02.33,7,9.70,1:02.71,3,9.64,1:02.18,1,9.32,1:01.92,5,9.67,1:02.44,2,9.71,1:02.10,6,9.69,1:02.60,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
4,9.39,1:11.72,7,9.31,1:12.02,3,9.44,1:11.62,1,9.51,1:11.43,5,9.35,1:11.79,2,9.41,1:11.51,6,9.32,1:11.92,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
5,9.52,1:21.24,7,9.45,1:21.47,4,9.55,1:21.17,1,9.51,1:20.94,3,9.28,1:21.07,2,9.51,1:21.02,6,9.46,1:21.38,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
5,9.20,1:30.44,7,9.25,1:30.72,4,9.17,1:30.34,1,9.16,1:30.10,2,9.10,1:30.17,3,9.23,1:30.25,6,9.24,1:30.62,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
5,9.21,1:39.65,7,9.28,1:40.00,4,9.21,1:39.55,1,9.12,1:39.22,2,9.12,1:39.29,3,9.18,1:39.43,6,9.29,1:39.91,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
5,8.96,1:48.61,7,8.96,1:48.96,4,8.97,1:48.52,1,9.08,1:48.30,2,9.10,1:48.39,3,9.08,1:48.51,6,8.97,1:48.88,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
3,9.21,1:57.82,5,9.07,1:58.03,7,39.58,2:28.10,1,9.33,1:57.63,2,9.34,1:57.73,4,9.39,1:57.90,6,9.18,1:58.06,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
3,9.34,2:07.16,4,9.22,2:07.25,7,19.63,2:47.73,1,9.33,2:06.96,2,9.29,2:07.02,6,10.02,2:07.92,5,9.23,2:07.29,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
5,9.59,2:16.743,4,9.44,2:16.681,7,13.99,3:01.720,2,9.64,2:16.596,3,9.66,2:16.678,6,10.92,2:18.835,1,8.97,2:16.261,2012-2013,"ISU World Cup 2012/2013, Dresden (GER)",1500m(2),m,FinalB,1
