START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,8.06,8.06,2,8.24,8.24,3,8.36,8.36,4,8.52,8.52,5,8.64,8.64,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
1,10.61,18.67,2,10.55,18.79,3,10.53,18.89,4,10.52,19.04,5,10.56,19.20,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
1,9.75,28.42,2,9.73,28.52,3,9.75,28.64,4,9.81,28.85,5,9.79,28.99,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
1,9.77,38.19,2,9.76,38.28,3,9.76,38.40,4,9.69,38.54,5,9.64,38.63,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
1,9.85,48.04,2,9.85,48.13,3,9.84,48.24,5,9.96,48.50,4,9.74,48.37,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
1,9.85,57.89,2,9.86,57.99,3,9.85,58.09,5,9.94,58.44,4,9.85,58.22,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
2,10.15,1:08.04,1,9.95,1:07.94,4,9.96,1:08.05,5,10.05,1:08.49,2,9.82,1:08.04,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.44,1:18.48,1,10.22,1:18.16,3,10.34,1:18.39,5,10.29,1:18.78,2,10.25,1:18.29,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.19,1:28.67,1,10.21,1:28.37,3,10.21,1:28.60,5,10.63,1:29.41,2,10.20,1:28.49,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.25,1:38.92,1,10.19,1:38.56,3,10.18,1:38.78,5,11.14,1:40.55,2,10.20,1:38.69,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.08,1:49.00,1,10.16,1:48.72,3,10.11,1:48.89,5,11.60,1:52.15,2,10.11,1:48.80,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,9.88,1:58.88,2,9.89,1:58.61,3,9.73,1:58.62,5,11.83,2:03.98,1,9.57,1:58.37,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.09,2:08.97,3,10.05,2:08.66,2,9.98,2:08.60,5,11.70,2:15.68,1,9.32,2:07.69,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
4,10.09,2:19.036,3,10.32,2:18.970,2,10.15,2:18.728,5,11.84,2:27.490,1,9.94,2:17.608,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,RankingRaces-Heats,3
