START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,season,competition,event,gender,round,race
5,9.34,9.34,3,9.34,9.34,4,9.34,9.34,6,9.48,9.48,1,9.19,9.19,2,9.23,9.23,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
6,12.91,22.25,5,12.81,22.15,3,12.55,21.89,2,12.38,21.86,4,12.81,22.00,1,12.59,21.82,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
6,11.50,33.75,5,11.48,33.63,2,11.38,33.27,1,11.30,33.16,4,11.53,33.53,3,11.56,33.38,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,10.96,44.71,6,11.26,44.89,1,11.07,44.34,2,11.28,44.44,3,11.02,44.55,4,11.20,44.58,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,10.47,55.18,6,10.32,55.21,2,10.60,54.94,3,10.60,55.04,1,10.25,54.80,4,10.54,55.12,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,10.44,1:05.62,6,10.47,1:05.68,2,10.25,1:05.19,3,10.31,1:05.35,1,10.37,1:05.17,4,10.36,1:05.48,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
4,9.90,1:15.52,6,9.99,1:15.67,1,10.04,1:15.23,3,10.09,1:15.44,2,10.16,1:15.33,5,10.17,1:15.65,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
4,9.74,1:25.26,2,9.45,1:25.12,1,9.83,1:25.06,5,9.89,1:25.33,3,9.82,1:25.15,6,9.80,1:25.45,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,9.61,1:34.87,1,9.40,1:34.52,2,9.55,1:34.61,4,9.46,1:34.79,3,9.54,1:34.69,6,9.58,1:35.03,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,9.31,1:44.18,2,9.29,1:43.81,1,9.08,1:43.69,3,9.13,1:43.92,4,9.35,1:44.04,6,9.31,1:44.34,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
5,8.75,1:52.93,2,8.78,1:52.59,1,8.88,1:52.57,3,8.78,1:52.70,4,8.77,1:52.81,6,8.70,1:53.04,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
4,8.83,2:01.76,6,22.81,2:15.40,1,8.77,2:01.34,2,8.86,2:01.56,3,8.86,2:01.67,5,8.84,2:01.88,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
4,8.80,2:10.56,6,20.03,2:35.43,1,8.89,2:10.23,2,8.87,2:10.43,3,8.89,2:10.56,5,8.85,2:10.73,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
2,8.78,2:19.333,6,13.10,2:48.521,1,9.08,2:19.305,3,9.05,2:19.477,5,9.01,2:19.561,4,8.76,2:19.490,2013-2014,ISU World Short Track Speed Skating Championships 2014,1500m,m,Semifinals,1
