START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
4,10.37,10.37,2,10.12,10.12,5,10.51,10.51,3,10.21,10.21,1,10.10,10.10,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
4,14.88,25.25,2,14.93,25.05,5,15.46,25.97,1,14.76,24.97,3,15.13,25.23,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,13.32,38.57,3,13.62,38.67,2,12.68,38.65,5,13.83,38.80,4,13.48,38.71,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,11.89,50.46,2,11.80,50.47,5,18.95,57.60,4,12.32,51.12,3,12.34,51.05,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,11.87,1:02.33,2,11.86,1:02.33,,,,4,13.29,1:04.41,3,12.16,1:03.21,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,10.82,1:13.15,4,11.29,1:13.62,2,,1:13.29,3,9.19,1:13.60,5,10.80,1:14.01,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
2,10.58,1:23.73,3,10.32,1:23.94,4,10.88,1:24.17,1,10.05,1:23.65,5,10.47,1:24.48,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,10.39,1:34.12,3,10.32,1:34.26,4,10.50,1:34.67,2,10.49,1:34.14,5,10.27,1:34.75,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
1,10.00,1:44.12,2,9.91,1:44.17,4,10.06,1:44.73,5,10.74,1:44.88,3,9.76,1:44.51,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
3,10.26,1:54.38,2,9.94,1:54.11,4,9.74,1:54.47,5,9.77,1:54.65,1,9.54,1:54.05,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
4,9.99,2:04.37,1,9.70,2:03.81,2,9.57,2:04.04,5,11.27,2:05.92,3,10.01,2:04.06,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
4,10.58,2:14.95,2,10.02,2:13.83,3,10.03,2:14.07,5,10.66,2:16.58,1,9.76,2:13.82,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
4,10.65,2:25.60,2,10.05,2:23.88,3,9.94,2:24.01,5,11.30,2:27.88,1,10.04,2:23.86,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
4,11.63,2:37.225,2,10.01,2:33.881,3,10.18,2:34.187,5,11.72,2:39.597,1,9.85,2:33.703,2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,m,Heats,14
