START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
1,12.52,12.52,2,12.65,12.65,3,12.83,12.83,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.50,22.02,2,9.44,22.09,3,9.56,22.39,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.83,31.85,1,9.70,31.79,3,9.55,31.94,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.40,41.25,2,9.59,41.38,3,9.62,41.56,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.45,50.70,2,9.45,50.83,3,10.72,52.28,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.44,1:00.14,1,9.29,1:00.12,3,8.37,1:00.65,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,8.05,1:08.19,2,9.37,1:09.49,3,9.13,1:09.78,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,10.89,1:19.08,1,9.43,1:18.92,3,9.45,1:19.23,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.43,1:28.51,1,9.28,1:28.20,3,9.33,1:28.56,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
3,9.20,1:37.71,2,9.33,1:37.53,1,7.90,1:36.46,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
3,9.16,1:46.87,2,8.06,1:45.59,1,8.36,1:44.82,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.11,1:55.98,1,10.26,1:55.85,3,12.52,1:57.34,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.39,2:05.37,1,9.40,2:05.25,3,9.14,2:06.48,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.40,2:14.77,1,9.37,2:14.62,3,9.31,2:15.79,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.15,2:23.92,2,9.34,2:23.96,3,9.61,2:25.40,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.31,2:33.23,1,9.15,2:33.11,3,9.33,2:34.73,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.26,2:42.49,1,9.20,2:42.31,3,9.62,2:44.35,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.22,2:51.71,1,9.10,2:51.41,3,9.70,2:54.05,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.13,3:00.84,1,9.31,3:00.72,3,9.17,3:03.22,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.40,3:10.24,2,9.58,3:10.30,3,9.42,3:12.64,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.56,3:19.80,1,9.32,3:19.62,3,9.70,3:22.34,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.11,3:28.91,2,9.39,3:29.01,3,9.36,3:31.70,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.19,3:38.10,2,9.24,3:38.25,3,9.59,3:41.29,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.12,3:47.22,2,9.24,3:47.49,3,9.57,3:50.86,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,7.88,3:55.10,2,9.05,3:56.54,3,9.38,4:00.24,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,10.48,4:05.58,2,9.21,4:05.75,3,9.55,4:09.79,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.51,4:15.09,1,9.33,4:15.08,3,9.73,4:19.52,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.11,4:24.20,2,9.32,4:24.40,3,9.58,4:29.10,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.18,4:33.38,2,9.05,4:33.45,3,9.72,4:38.82,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.10,4:42.48,2,9.04,4:42.49,3,9.90,4:48.72,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.35,4:51.83,1,9.22,4:51.71,3,9.43,4:58.15,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
2,9.36,5:01.19,1,9.33,5:01.04,3,9.68,5:07.83,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,8.96,5:10.15,2,9.12,5:10.16,3,9.73,5:17.56,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.06,5:19.21,2,9.14,5:19.30,3,9.79,5:27.35,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.08,5:28.29,2,9.16,5:28.46,3,7.85,5:35.20,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.11,5:37.40,2,9.03,5:37.49,3,12.66,5:47.86,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
1,9.17,5:46.57,2,9.34,5:46.83,3,9.60,5:57.46,2010-2011,"ISU World Cup 2010/2011, CHN, Shanghai",5000mRelay,m,Heats,4
