START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,13.90,13.90,2,13.98,13.98,2,13.98,13.98,4,14.13,14.13,5,14.28,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
3,11.22,25.12,2,11.05,25.03,4,11.25,25.23,1,10.76,24.89,5,11.09,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
4,10.83,35.95,2,10.84,35.87,3,10.70,35.93,1,10.86,35.75,5,10.76,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
1,9.67,45.62,3,9.96,45.83,5,10.09,46.02,2,9.98,45.73,4,9.76,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
1,9.98,55.60,5,10.07,55.90,4,9.75,55.77,2,9.94,55.67,3,9.80,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
4,23.96,1:19.56,2,9.48,1:05.38,1,9.52,1:05.29,3,9.78,1:05.45,5,27.20,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
4,18.94,1:38.50,2,9.38,1:14.76,1,9.34,1:14.63,3,9.42,1:14.87,5,17.51,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
5,15.03,1:53.53,2,9.44,1:24.20,1,9.46,1:24.09,3,9.42,1:24.29,4,12.80,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
5,10.44,2:03.97,1,9.66,1:33.86,0,9.80,1:33.89,0,9.60,1:33.89,4,10.70,,2019-2020,ISU World Junior Short Track Championships 2020 - Bormio (ITA),1000m,w,Semifinals,2
