START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,9.98,9.98,4,10.25,10.25,5,10.48,10.48,3,10.12,10.12,7,10.80,10.80,2,9.99,9.99,6,10.57,10.57,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
2,13.99,23.97,4,13.99,24.24,5,14.02,24.50,3,14.02,24.14,7,13.96,24.76,1,13.84,23.83,6,14.02,24.59,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
2,12.55,36.52,5,12.52,36.76,4,12.18,36.68,3,12.52,36.66,7,12.31,37.07,1,12.58,36.41,6,12.34,36.93,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
3,10.66,47.18,5,10.67,47.43,1,10.34,47.02,4,10.66,47.32,7,10.59,47.66,2,10.69,47.10,6,10.61,47.54,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
3,10.99,58.17,5,10.89,58.32,1,10.95,57.97,4,10.95,58.27,7,10.79,58.45,2,10.97,58.07,5,10.78,58.32,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
4,10.65,1:08.82,6,10.73,1:09.05,2,10.62,1:08.59,5,10.63,1:08.90,7,10.74,1:09.19,3,10.65,1:08.72,1,10.12,1:08.44,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
3,10.29,1:19.11,6,10.35,1:19.40,2,10.43,1:19.02,5,10.34,1:19.24,7,10.40,1:19.59,4,10.40,1:19.12,1,10.47,1:18.91,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
2,9.56,1:28.67,6,9.68,1:29.08,1,9.59,1:28.61,3,9.53,1:28.77,7,9.71,1:29.30,5,9.83,1:28.95,4,9.87,1:28.78,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
2,10.03,1:38.70,6,9.95,1:39.03,1,9.97,1:38.58,3,10.05,1:38.82,7,9.88,1:39.18,4,9.95,1:38.90,5,10.20,1:38.98,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
3,9.91,1:48.61,6,9.91,1:48.94,1,9.88,1:48.46,2,9.74,1:48.56,7,10.02,1:49.20,4,9.80,1:48.70,5,9.82,1:48.80,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
5,9.79,1:58.40,6,9.65,1:58.59,1,9.52,1:57.98,2,9.52,1:58.08,7,10.02,1:59.22,3,9.48,1:58.18,4,9.48,1:58.28,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
5,9.41,2:07.81,6,9.76,2:08.35,1,9.31,2:07.29,2,9.32,2:07.40,7,10.73,2:09.95,3,9.31,2:07.49,4,9.35,2:07.63,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
5,9.39,2:17.20,6,10.23,2:18.58,1,8.93,2:16.22,2,8.96,2:16.36,7,11.60,2:21.55,3,8.98,2:16.47,4,8.86,2:16.49,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
5,9.69,2:26.89,6,10.71,2:29.29,1,8.89,2:25.11,2,8.96,2:25.32,7,12.33,2:33.88,4,9.04,2:25.51,3,8.95,2:25.44,2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,m,Heats,8
