START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
2,9.62,9.62,6,9.94,9.94,4,9.75,9.75,3,9.71,,5,9.82,9.82,1,9.46,9.46,7,10.00,10.00,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,12.42,22.04,7,12.78,22.72,3,12.53,22.28,5,12.88,,4,12.62,22.44,2,12.67,22.13,6,12.64,22.64,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,11.31,33.35,7,11.30,34.02,4,11.27,33.55,6,11.30,,5,11.29,33.73,3,11.35,33.48,1,10.46,33.10,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,10.34,43.69,6,10.29,44.31,4,10.37,43.92,7,10.51,,5,10.29,44.02,2,10.23,43.71,3,10.73,43.83,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,10.14,53.83,5,9.76,54.07,3,10.03,53.95,7,10.39,,6,10.11,54.13,1,10.12,53.83,4,10.13,53.96,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,9.96,1:03.79,4,9.99,1:04.06,2,9.93,1:03.88,7,10.87,,5,9.99,1:04.12,3,10.17,1:04.00,6,10.18,1:04.14,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,10.21,1:14.00,4,10.25,1:14.31,2,10.22,1:14.10,7,11.09,,6,10.37,1:14.49,3,10.18,1:14.18,5,10.25,1:14.39,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,10.38,1:24.38,5,10.36,1:24.67,2,10.37,1:24.47,7,11.62,,6,10.33,1:24.82,3,10.37,1:24.55,4,10.23,1:24.62,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
1,10.39,1:34.77,4,10.36,1:35.03,2,10.34,1:34.81,7,12.11,,5,10.32,1:35.14,3,10.37,1:34.92,6,10.56,1:35.18,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,9.90,1:44.67,4,9.85,1:44.88,1,9.63,1:44.44,7,12.40,,5,9.88,1:45.02,3,9.88,1:44.80,6,10.00,1:45.18,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,9.80,1:54.47,3,9.73,1:54.61,1,9.75,1:54.19,7,13.67,,5,9.80,1:54.82,4,9.94,1:54.74,6,10.14,1:55.32,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,9.87,2:04.34,3,9.81,2:04.42,1,9.74,2:03.93,7,12.97,,5,9.94,2:04.76,4,9.90,2:04.64,6,10.77,2:06.09,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,10.01,2:14.35,3,10.01,2:14.43,1,9.88,2:13.81,7,13.34,,5,9.98,2:14.74,4,9.91,2:14.55,6,11.71,2:17.80,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
2,10.17,2:24.492,3,10.13,2:24.545,1,10.23,2:24.013,7,15.78,,5,10.25,2:24.972,4,10.09,2:24.628,6,12.31,2:30.092,2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,w,Semifinals,1
