START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,8.81,8.81,4,9.27,9.27,3,9.08,9.08,2,8.95,8.95,5,9.42,9.42,6,9.54,9.54,7,9.69,9.69,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,12.75,21.56,4,12.72,21.99,3,12.74,21.82,2,12.72,21.67,6,12.88,22.30,5,12.62,22.16,7,12.75,22.44,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,11.68,33.24,4,11.66,33.65,3,11.70,33.52,2,11.70,33.37,6,11.58,33.88,5,11.60,33.76,7,11.57,34.01,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,11.11,44.35,4,11.09,44.74,3,11.05,44.57,2,11.10,44.47,6,11.13,45.01,5,11.14,44.90,7,11.12,45.13,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,10.81,55.16,4,10.81,55.55,3,10.85,55.42,2,10.85,55.32,6,10.77,55.78,5,10.77,55.67,7,10.77,55.90,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,10.42,1:05.58,4,10.39,1:05.94,3,10.41,1:05.83,2,10.40,1:05.72,6,10.38,1:06.16,5,10.37,1:06.04,7,10.38,1:06.28,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
2,10.09,1:15.67,4,10.02,1:15.96,3,9.98,1:15.81,1,9.94,1:15.66,6,10.07,1:16.23,5,10.07,1:16.11,7,10.09,1:16.37,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,9.61,1:25.28,4,9.55,1:25.51,3,9.55,1:25.36,2,9.67,1:25.33,6,9.53,1:25.76,5,9.53,1:25.64,7,9.46,1:25.83,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,9.24,1:34.52,4,9.30,1:34.81,2,9.23,1:34.59,3,9.36,1:34.69,6,9.28,1:35.04,5,9.27,1:34.91,7,9.36,1:35.19,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,9.31,1:43.83,4,9.32,1:44.13,2,9.32,1:43.91,3,9.34,1:44.03,6,9.37,1:44.41,5,9.34,1:44.25,7,9.43,1:44.62,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,8.99,1:52.82,4,8.93,1:53.06,2,9.00,1:52.91,3,8.97,1:53.00,6,9.05,1:53.46,5,8.96,1:53.21,7,9.13,1:53.75,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
1,8.99,2:01.81,4,9.02,2:02.08,1,8.90,2:01.81,3,8.95,2:01.95,6,9.08,2:02.54,5,9.04,2:02.25,7,9.21,2:02.96,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
3,9.11,2:10.92,4,8.94,2:11.02,1,8.82,2:10.63,2,8.79,2:10.74,6,9.43,2:11.97,5,9.02,2:11.27,7,9.44,2:12.40,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
3,9.32,2:20.24,4,9.33,2:20.35,1,8.97,2:19.60,2,9.04,2:19.78,6,9.86,2:21.814,5,9.32,2:20.562,7,9.68,2:22.064,2015-2016,ISU European Short Track Speed Skating Championships® 2016,1500m,m,Semifinals,2
