START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,season,competition,event,gender,round,race
3,12.84,12.84,2,12.38,12.38,1,11.93,11.93,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.17,22.01,2,9.35,21.73,1,8.91,20.84,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.21,31.22,2,9.31,31.04,1,8.95,29.79,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.12,40.34,2,9.16,40.20,1,9.02,38.81,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.27,49.61,2,9.35,49.55,1,9.15,47.96,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.23,58.84,2,8.98,58.53,1,8.72,56.68,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,8.86,1:07.70,2,8.68,1:07.21,1,8.61,1:05.29,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,8.78,1:16.48,2,8.83,1:16.04,1,8.74,1:14.03,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,8.56,1:25.04,2,8.82,1:24.86,1,8.60,1:22.63,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,8.69,1:33.73,3,8.93,1:33.79,1,8.51,1:31.14,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,9.32,1:43.05,3,9.60,1:43.39,1,8.88,1:40.02,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,9.40,1:52.45,3,9.45,1:52.84,1,9.14,1:49.16,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,9.57,2:02.02,3,9.33,2:02.17,1,9.30,1:58.46,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.67,2:11.69,2,9.50,2:11.67,1,9.41,2:07.87,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,9.30,2:20.99,2,9.18,2:20.85,1,9.11,2:16.98,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
3,8.94,2:29.93,2,9.06,2:29.91,1,9.14,2:26.12,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,8.79,2:38.72,3,9.16,2:39.07,1,8.62,2:34.74,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
2,8.82,2:47.541,3,9.08,2:48.151,1,8.59,2:43.33,2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Repechage,1
