START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,7.54,7.54,1,7.37,7.37,3,7.71,7.71,4,7.99,7.99,2013-2014,"ISU World Cup 2013/2014, Shanghai (CHN)",500m,w,Pre-Preliminaries,6
2,9.70,17.24,1,9.69,17.06,3,9.80,17.51,4,9.86,17.85,2013-2014,"ISU World Cup 2013/2014, Shanghai (CHN)",500m,w,Pre-Preliminaries,6
2,9.27,26.51,1,9.15,26.21,3,9.27,26.78,4,9.47,27.32,2013-2014,"ISU World Cup 2013/2014, Shanghai (CHN)",500m,w,Pre-Preliminaries,6
2,9.51,36.02,1,9.30,35.51,3,9.47,36.25,4,9.58,36.90,2013-2014,"ISU World Cup 2013/2014, Shanghai (CHN)",500m,w,Pre-Preliminaries,6
2,9.75,45.764,1,9.47,44.976,3,9.64,45.885,4,9.73,46.630,2013-2014,"ISU World Cup 2013/2014, Shanghai (CHN)",500m,w,Pre-Preliminaries,6
